Country,Continent,ISO_Code,Level,gdlcode,Region,hdi_2022
Turkiye,Asia/Pacific,TUR,Subnat,TURr104,"East Marmara (Bilecik, Bolu, Bursa, Duzce, Eskiseh",0.864
Turkiye,Asia/Pacific,TUR,Subnat,TURr101,Istanbul,0.888
Turkiye,Asia/Pacific,TUR,Subnat,TURr106,"Mediterranean (Adana, Antalya, Burdur, Hatay, Ispa",0.844
Turkiye,Asia/Pacific,TUR,Subnat,TURr110,"North East Anatolia (Agri, Erzincan, Erzurum, Kars",0.809
Turkiye,Asia/Pacific,TUR,Subnat,TURr112,"South East Anatolia (Adiyaman, Diyarbakir, Gaziant",0.805
Turkiye,Asia/Pacific,TUR,Subnat,TURr105,"West Anatolia (Ankara, Konya, Karaman)",0.871
Turkiye,Asia/Pacific,TUR,Subnat,TURr108,"West Black Sea (Amasya, Cankiri, Corum, Kastamonu,",0.827
Turkiye,Asia/Pacific,TUR,Subnat,TURr102,"West Marmara (Balikesir, Canakkale, Edirne, Kirkla",0.858
Turkmenistan,Asia/Pacific,TKM,National,TKMt,Total,0.744
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr102,Akhal,0.738
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr101,Ashgabat City,0.8
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr103,Balkan,0.756
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr104,Dashoguz,0.722
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr105,Lebap,0.75
Turkmenistan,Asia/Pacific,TKM,Subnat,TKMr106,Mary,0.723
Tuvalu,Asia/Pacific,TUV,National,TUVt,Total,0.653
Tuvalu,Asia/Pacific,TUV,Subnat,TUVr103,Funafuti,0.674
Uganda,Africa,UGA,National,UGAt,Total,0.55
Uganda,Africa,UGA,Subnat,UGAr101,Central 1 (Central South),0.609
Uganda,Africa,UGA,Subnat,UGAr102,Central 2 (Central North),0.562
Uganda,Africa,UGA,Subnat,UGAr104,East Central (Busoga),0.551
Uganda,Africa,UGA,Subnat,UGAr105,"Eastern (Bukedi, Bugishu, Teso)",0.549
Uganda,Africa,UGA,Subnat,UGAr103,Kampala,0.663
Uganda,Africa,UGA,Subnat,UGAr106,"North (Karamoja, Lango, Acholi)",0.495
Uganda,Africa,UGA,Subnat,UGAr109,"Southwest (Ankole, Kigezi)",0.54
Uganda,Africa,UGA,Subnat,UGAr107,West Nile,0.506
Uganda,Africa,UGA,Subnat,UGAr108,"Western (Bunyoro, Tooro)",0.519
Ukraine,Europe,UKR,National,UKRt,Total,0.734
Ukraine,Europe,UKR,Subnat,UKRr102,Central,0.727
Ukraine,Europe,UKR,Subnat,UKRr103,East,0.741
Ukraine,Europe,UKR,Subnat,UKRr101,North,0.737
Ukraine,Europe,UKR,Subnat,UKRr104,South,0.74
Ukraine,Europe,UKR,Subnat,UKRr105,West,0.722
United Arab Emirates,Asia/Pacific,ARE,National,AREt,Total,0.937
United Kingdom,Europe,GBR,National,GBRt,Total,0.94
United Kingdom,Europe,GBR,Subnat,GBRr104,East Midlands,0.925
United Kingdom,Europe,GBR,Subnat,GBRr106,East of England,0.928
United Kingdom,Europe,GBR,Subnat,GBRr107,London,0.984
United Kingdom,Europe,GBR,Subnat,GBRr101,North East,0.911
United Kingdom,Europe,GBR,Subnat,GBRr102,North West,0.927
United Kingdom,Europe,GBR,Subnat,GBRr112,Northern Ireland,0.907
United Kingdom,Europe,GBR,Subnat,GBRr111,Scotland,0.933
United Kingdom,Europe,GBR,Subnat,GBRr108,South East,0.954
United Kingdom,Europe,GBR,Subnat,GBRr109,South West,0.936
United Kingdom,Europe,GBR,Subnat,GBRr110,Wales,0.91
United Kingdom,Europe,GBR,Subnat,GBRr105,West Midlands,0.925
United Kingdom,Europe,GBR,Subnat,GBRr103,Yorkshire and The Humber,0.92
United States of America,Europe,USA,National,USAt,Total,0.927
United States of America,Europe,USA,Subnat,USAr101,Alabama,0.877
United States of America,Europe,USA,Subnat,USAr102,Alaska,0.931
United States of America,Europe,USA,Subnat,USAr103,Arizona,0.906
United States of America,Europe,USA,Subnat,USAr104,Arkansas,0.88
United States of America,Europe,USA,Subnat,USAr105,California,0.935
United States of America,Europe,USA,Subnat,USAr106,Colorado,0.952
United States of America,Europe,USA,Subnat,USAr107,Connecticut,0.95
United States of America,Europe,USA,Subnat,USAr108,Delaware,0.922
United States of America,Europe,USA,Subnat,USAr109,District of Columbia,0.947
United States of America,Europe,USA,Subnat,USAr110,Florida,0.925
United States of America,Europe,USA,Subnat,USAr111,Georgia,0.905
United States of America,Europe,USA,Subnat,USAr112,Hawaii,0.947
United States of America,Europe,USA,Subnat,USAr113,Idaho,0.916
United States of America,Europe,USA,Subnat,USAr114,Illinois,0.932
United States of America,Europe,USA,Subnat,USAr115,Indiana,0.903
United States of America,Europe,USA,Subnat,USAr116,Iowa,0.923
United States of America,Europe,USA,Subnat,USAr117,Kansas,0.921
United States of America,Europe,USA,Subnat,USAr118,Kentucky,0.879
United States of America,Europe,USA,Subnat,USAr119,Louisiana,0.881
United States of America,Europe,USA,Subnat,USAr120,Maine,0.929
United States of America,Europe,USA,Subnat,USAr121,Maryland,0.942
United States of America,Europe,USA,Subnat,USAr122,Massachusetts,0.956
United States of America,Europe,USA,Subnat,USAr123,Michigan,0.913
United States of America,Europe,USA,Subnat,USAr124,Minnesota,0.951
United States of America,Europe,USA,Subnat,USAr125,Mississippi,0.858
United States of America,Europe,USA,Subnat,USAr126,Missouri,0.904
United States of America,Europe,USA,Subnat,USAr127,Montana,0.924
United States of America,Europe,USA,Subnat,USAr128,Nebraska,0.931
United States of America,Europe,USA,Subnat,USAr129,Nevada,0.91
United States of America,Europe,USA,Subnat,USAr130,New Hampshire,0.956
United States of America,Europe,USA,Subnat,USAr131,New Jersey,0.943
United States of America,Europe,USA,Subnat,USAr132,New Mexico,0.884
United States of America,Europe,USA,Subnat,USAr133,New York,0.937
United States of America,Europe,USA,Subnat,USAr134,North Carolina,0.908
United States of America,Europe,USA,Subnat,USAr135,North Dakota,0.934
United States of America,Europe,USA,Subnat,USAr136,Ohio,0.908
United States of America,Europe,USA,Subnat,USAr137,Oklahoma,0.892
United States of America,Europe,USA,Subnat,USAr138,Oregon,0.938
United States of America,Europe,USA,Subnat,USAr139,Pennsylvania,0.928
United States of America,Europe,USA,Subnat,USAr140,Rhode Island,0.934
United States of America,Europe,USA,Subnat,USAr141,South Carolina,0.894
United States of America,Europe,USA,Subnat,USAr142,South Dakota,0.929
United States of America,Europe,USA,Subnat,USAr143,Tennessee,0.893
United States of America,Europe,USA,Subnat,USAr144,Texas,0.907
United States of America,Europe,USA,Subnat,USAr145,Utah,0.931
United States of America,Europe,USA,Subnat,USAr146,Vermont,0.945
United States of America,Europe,USA,Subnat,USAr147,Virginia,0.939
United States of America,Europe,USA,Subnat,USAr148,Washington,0.952
United States of America,Europe,USA,Subnat,USAr149,West Virginia,0.87
United States of America,Europe,USA,Subnat,USAr150,Wisconsin,0.929
United States of America,Europe,USA,Subnat,USAr151,Wyoming,0.936
Uruguay,America,URY,National,URYt,Total,0.83
Uruguay,America,URY,Subnat,URYr105,Centro (Durazno and Tacuarembo),0.804
Uruguay,America,URY,Subnat,URYr106,"Centro Sur (Flores, Florida and Lavalleja)",0.822
Uruguay,America,URY,Subnat,URYr103,"Costa Este (Canelones, Maldonado and Rocha)",0.832
Uruguay,America,URY,Subnat,URYr107,"Litoral Norte (Paysandu, Salto and Rio Negro)",0.789
Uruguay,America,URY,Subnat,URYr104,"Litoral Sur (Soriano, Colonia and San Jose)",0.797
Uruguay,America,URY,Subnat,URYr101,Montevideo and Metropolitan area,0.846
Uruguay,America,URY,Subnat,URYr102,"Norte (Artigas, Rivera, Cerro Largo and Trienta y Tres)",0.798
Uzbekistan,Asia/Pacific,UZB,National,UZBt,Total,0.727
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr102,"Central (Navoi, Bukhara, Samarkand)",0.72
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr104,"Central-East (Dzhizak, Syrdarya)",0.749
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr105,"East (Namangan, Fergana, Andizhan)",0.72
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr103,"South (Kashkadarya, Surkhandarya)",0.695
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr106,Tashkent,0.814
Uzbekistan,Asia/Pacific,UZB,Subnat,UZBr101,"West (Karakalpakstan, Khorezm)",0.726
Vanuatu,Asia/Pacific,VUT,National,VUTt,Total,0.614
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr108,Luganville,0.709
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr103,Malampa,0.59
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr104,Penama,0.552
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr107,Port Vila,0.724
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr105,Sanma,0.575
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr102,Shefa,0.608
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr101,Tafea,0.565
Vanuatu,Asia/Pacific,VUT,Subnat,VUTr106,Torba,0.554
"Venezuela, RB",America,VEN,National,VENt,Total,0.699
"Venezuela, RB",America,VEN,Subnat,VENr110,Amacuros Delta Federal Territory,0.683
"Venezuela, RB",America,VEN,Subnat,VENr102,Amazonas Federal Territory,0.679
"Venezuela, RB",America,VEN,Subnat,VENr103,Anzoategui,0.71
"Venezuela, RB",America,VEN,Subnat,VENr104,Apure,0.628
"Venezuela, RB",America,VEN,Subnat,VENr105,Aragua,0.725
"Venezuela, RB",America,VEN,Subnat,VENr106,Barinas,0.646
"Venezuela, RB",America,VEN,Subnat,VENr107,Bolivar,0.701
"Venezuela, RB",America,VEN,Subnat,VENr108,Carabobo,0.719
"Venezuela, RB",America,VEN,Subnat,VENr109,Cojedes,0.676
"Venezuela, RB",America,VEN,Subnat,VENr111,Falcon,0.689
"Venezuela, RB",America,VEN,Subnat,VENr101,Federal District,0.743
"Venezuela, RB",America,VEN,Subnat,VENr112,Guarico,0.661
"Venezuela, RB",America,VEN,Subnat,VENr113,Lara,0.679
"Venezuela, RB",America,VEN,Subnat,VENr114,Merida,0.688
"Venezuela, RB",America,VEN,Subnat,VENr115,Miranda,0.73
"Venezuela, RB",America,VEN,Subnat,VENr116,Monagas,0.689
"Venezuela, RB",America,VEN,Subnat,VENr117,Nueva Esparta,0.718
"Venezuela, RB",America,VEN,Subnat,VENr118,Portuguesa,0.646
"Venezuela, RB",America,VEN,Subnat,VENr119,Sucre,0.669
"Venezuela, RB",America,VEN,Subnat,VENr120,Tachira,0.697
"Venezuela, RB",America,VEN,Subnat,VENr121,Trujillo,0.669
"Venezuela, RB",America,VEN,Subnat,VENr124,Vargas,0.719
"Venezuela, RB",America,VEN,Subnat,VENr122,Yaracuy,0.666
"Venezuela, RB",America,VEN,Subnat,VENr123,Zulia,0.684
Viet Nam,Asia/Pacific,VNM,National,VNMt,Total,0.726
Viet Nam,Asia/Pacific,VNM,Subnat,VNMr104,Central Highlands,0.684
Viet Nam,Asia/Pacific,VNM,Subnat,VNMr106,Mekong River Delta,0.684
Viet Nam,Asia/Pacific,VNM,Subnat,VNMr103,North Central Coast and South Central Coast,0.734
Viet Nam,Asia/Pacific,VNM,Subnat,VNMr102,"North East, North West",0.685
Viet Nam,Asia/Pacific,VNM,Subnat,VNMr101,Red River Delta,0.768
Viet Nam,Asia/Pacific,VNM,Subnat,VNMr105,South East,0.737
West Bank and Gaza,Asia/Pacific,PSE,National,PSEt,Total,0.715
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr110,Bethlehem,0.731
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr114,Deir El-Balah,0.713
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr113,Gaza City,0.705
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr111,Hebron,0.709
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr101,Jenin,0.721
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr108,Jericho and Al Aghwar,0.696
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr109,Jerusalem,0.711
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr115,Khan Yunis,0.711
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr104,Nablus,0.726
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr112,North Gaza,0.7
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr105,Qalqiliya,0.724
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr116,Rafah,0.696
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr107,Ramallah & Al-Bireh,0.725
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr106,Salfit,0.731
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr102,Tubas,0.719
West Bank and Gaza,Asia/Pacific,PSE,Subnat,PSEr103,Tulkarm,0.734
"Yemen, Rep.",Asia/Pacific,YEM,National,YEMt,Total,0.424
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr102,"Abyan, Aden (town and countryside), Lahej, Ad Dali (Al Dhalih)",0.468
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr104,"Beida (Al Bayda), Dhamar, Raimah",0.381
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr107,"Hajja, Sada, Amran (Omran)",0.375
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr108,"Hodeida (Al Hudaydah), Mahweit (Al Mahwit)",0.383
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr101,Ibb,0.425
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr106,"Jawf, Hadramet, Shabda (Shabwah), Marib, Mohra (Al Mahrah)",0.463
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr103,"Sana a (capital; Al Amana), Sana a (governorate)",0.466
"Yemen, Rep.",Asia/Pacific,YEM,Subnat,YEMr105,Taiz,0.452
Zambia,Africa,ZMB,National,ZMBt,Total,0.569
Zambia,Africa,ZMB,Subnat,ZMBr101,Central,0.565
Zambia,Africa,ZMB,Subnat,ZMBr102,Copperbelt,0.635
Zambia,Africa,ZMB,Subnat,ZMBr103,Eastern,0.512
Zambia,Africa,ZMB,Subnat,ZMBr104,Luapula,0.495
Zambia,Africa,ZMB,Subnat,ZMBr105,Lusaka,0.64
Zambia,Africa,ZMB,Subnat,ZMBr107,North-Western,0.589
Zambia,Africa,ZMB,Subnat,ZMBr106,Northern,0.523
Zambia,Africa,ZMB,Subnat,ZMBr108,Southern,0.566
Zambia,Africa,ZMB,Subnat,ZMBr109,Western,0.52
Zimbabwe,Africa,ZWE,National,ZWEt,Total,0.55
Zimbabwe,Africa,ZWE,Subnat,ZWEr110,Bulawayo,0.649
Zimbabwe,Africa,ZWE,Subnat,ZWEr109,Harare,0.622
Zimbabwe,Africa,ZWE,Subnat,ZWEr101,Manicaland,0.539
Zimbabwe,Africa,ZWE,Subnat,ZWEr102,Mashonaland Central,0.495
Zimbabwe,Africa,ZWE,Subnat,ZWEr103,Mashonaland East,0.538
Zimbabwe,Africa,ZWE,Subnat,ZWEr104,Mashonaland West,0.519
Zimbabwe,Africa,ZWE,Subnat,ZWEr108,Masvingo,0.545
Zimbabwe,Africa,ZWE,Subnat,ZWEr105,Matebeleland North,0.499
Zimbabwe,Africa,ZWE,Subnat,ZWEr106,Matebeleland South,0.542
Zimbabwe,Africa,ZWE,Subnat,ZWEr107,Midlands,0.547
