Country,Continent,ISO_Code,Level,gdlcode,Region,hdi_2022
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr108,Enga,0.5
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr102,Gulf,0.533
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr121,Hela,0.472
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr122,Jiwaka,0.564
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr113,Madang,0.57
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr116,Manus,0.624
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr105,Milne Bay,0.573
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr112,Morobe,0.605
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr104,National Capital District,0.742
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr117,New Ireland,0.611
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr106,"Northern, Oro",0.567
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr107,Southern Highlands,0.499
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr119,West New Britain,0.605
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr115,"West Sepik, Sandaun",0.542
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr101,Western,0.575
Papua New Guinea,Asia/Pacific,PNG,Subnat,PNGr109,Western Highlands,0.599
Paraguay,America,PRY,National,PRYt,Total,0.731
Paraguay,America,PRY,Subnat,PRYr105,"Central (Asuncion, Central)",0.768
Paraguay,America,PRY,Subnat,PRYr102,"North-East (Caaguazu, Alto Parana, Canideyu)",0.71
Paraguay,America,PRY,Subnat,PRYr101,"North-West (Boqueron, Alto Paraguay, Presidente Hayes, Conception, Amambay, San pedro, Cordillera)",0.704
Paraguay,America,PRY,Subnat,PRYr104,"South-East (Guaira, Misiones, Paraguari, Neembucu)",0.719
Paraguay,America,PRY,Subnat,PRYr103,"South-West (Caazapa, Itapua)",0.714
Peru,America,PER,National,PERt,Total,0.762
Peru,America,PER,Subnat,PERr106,"Central (Huancavelica, Huanuco, Junin, Pasco)",0.717
Peru,America,PER,Subnat,PERr103,"East (Madre de Dios, Cusco, Puno, Apurimac)",0.7
Peru,America,PER,Subnat,PERr101,"North (Tumbes, Piura, Lambayeque, Cajamarca, La Libertad)",0.73
Peru,America,PER,Subnat,PERr102,"North East (Amazonas, Loreto, San Martin, Ucayali)",0.702
Peru,America,PER,Subnat,PERr104,"South (Tacna, Moquegua, Arequipa, Ica, Ayacucho)",0.782
Peru,America,PER,Subnat,PERr105,"West (Ancash, Lima, Callao)",0.82
Philippines,Asia/Pacific,PHL,National,PHLt,Total,0.71
Philippines,Asia/Pacific,PHL,Subnat,PHLr117,ARMM,0.629
Philippines,Asia/Pacific,PHL,Subnat,PHLr102,Cordillera Admin Region,0.738
Philippines,Asia/Pacific,PHL,Subnat,PHLr103,I-Ilocos,0.709
Philippines,Asia/Pacific,PHL,Subnat,PHLr104,II-Cagayan Valley,0.718
Philippines,Asia/Pacific,PHL,Subnat,PHLr105,III-Central Luzon,0.725
Philippines,Asia/Pacific,PHL,Subnat,PHLr106,IVA-CALABARZON,0.723
Philippines,Asia/Pacific,PHL,Subnat,PHLr107,IVB-MIMAROPA,0.694
Philippines,Asia/Pacific,PHL,Subnat,PHLr112,IX-Zamboanga Peninsula,0.674
Philippines,Asia/Pacific,PHL,Subnat,PHLr101,National Capital Region,0.743
Philippines,Asia/Pacific,PHL,Subnat,PHLr108,V-Bicol,0.68
Philippines,Asia/Pacific,PHL,Subnat,PHLr109,VI-Western Visayas,0.713
Philippines,Asia/Pacific,PHL,Subnat,PHLr110,VII-Central Visayas,0.694
Philippines,Asia/Pacific,PHL,Subnat,PHLr111,VIII-Eastern Visayas,0.696
Philippines,Asia/Pacific,PHL,Subnat,PHLr113,X-Northern Mindanao,0.712
Philippines,Asia/Pacific,PHL,Subnat,PHLr114,XI-Davao,0.708
Philippines,Asia/Pacific,PHL,Subnat,PHLr115,XII-SOCCSKSARGEN,0.684
Philippines,Asia/Pacific,PHL,Subnat,PHLr116,XIII-Caraga,0.71
Poland,Europe,POL,National,POLt,Total,0.881
Poland,Europe,POL,Subnat,POLr112,Dolnoslaskie,0.894
Poland,Europe,POL,Subnat,POLr114,Kujawsko-Pomorskie,0.869
Poland,Europe,POL,Subnat,POLr101,Lodzkie,0.874
Poland,Europe,POL,Subnat,POLr105,Lubelskie,0.863
Poland,Europe,POL,Subnat,POLr111,Lubuskie,0.869
Poland,Europe,POL,Subnat,POLr103,Malopolskie,0.891
Poland,Europe,POL,Subnat,POLr102,Mazowieckie,0.931
Poland,Europe,POL,Subnat,POLr113,Opolskie,0.872
Poland,Europe,POL,Subnat,POLr106,Podkarpackie,0.871
Poland,Europe,POL,Subnat,POLr108,Podlaskie,0.875
Poland,Europe,POL,Subnat,POLr116,Pomorskie,0.896
Poland,Europe,POL,Subnat,POLr104,Slaskie,0.889
Poland,Europe,POL,Subnat,POLr107,Swietokrzyskie,0.865
Poland,Europe,POL,Subnat,POLr115,Warminsko-Mazurskie,0.853
Poland,Europe,POL,Subnat,POLr109,Wielkopolskie,0.887
Poland,Europe,POL,Subnat,POLr110,Zachodniopomorskie,0.873
Portugal,Europe,PRT,National,PRTt,Total,0.874
Portugal,Europe,PRT,Subnat,PRTr105,Alentejo,0.85
Portugal,Europe,PRT,Subnat,PRTr102,Algarve,0.859
Portugal,Europe,PRT,Subnat,PRTr104,Area Metropolitana de Lisboa,0.907
Portugal,Europe,PRT,Subnat,PRTr103,Centro,0.865
Portugal,Europe,PRT,Subnat,PRTr101,Norte,0.862
Portugal,Europe,PRT,Subnat,PRTr107,Regiao Autonoma da Madeira,0.829
Portugal,Europe,PRT,Subnat,PRTr106,Regiao Autonoma dos Acores,0.814
Qatar,Asia/Pacific,QAT,National,QATt,Total,0.875
Romania,Europe,ROU,National,ROUt,Total,0.827
Romania,Europe,ROU,Subnat,ROUr108,Bucuresti,0.926
Romania,Europe,ROU,Subnat,ROUr107,Centru,0.823
Romania,Europe,ROU,Subnat,ROUr101,Nord-Est,0.785
Romania,Europe,ROU,Subnat,ROUr106,Nord-Vest,0.831
Romania,Europe,ROU,Subnat,ROUr103,Sud,0.785
Romania,Europe,ROU,Subnat,ROUr102,Sud-Est,0.796
Romania,Europe,ROU,Subnat,ROUr104,Sud-Vest Oltenia,0.806
Romania,Europe,ROU,Subnat,ROUr105,Vest,0.831
Russian Federation,Europe,RUS,National,RUSt,Total,0.821
Russian Federation,Europe,RUS,Subnat,RUSr101,The Central Federal District,0.815
Russian Federation,Europe,RUS,Subnat,RUSr108,The Far East  Federal District,0.769
Russian Federation,Europe,RUS,Subnat,RUSr102,The North West Federal District,0.822
Russian Federation,Europe,RUS,Subnat,RUSr104,The North-Caucasian Federal District,0.752
Russian Federation,Europe,RUS,Subnat,RUSr105,The Privolzhsky (Volga) Federal District,0.778
Russian Federation,Europe,RUS,Subnat,RUSr107,The Siberian  Federal District,0.768
Russian Federation,Europe,RUS,Subnat,RUSr103,The South Federal District,0.764
Russian Federation,Europe,RUS,Subnat,RUSr106,The Urals  Federal District,0.822
Rwanda,Africa,RWA,National,RWAt,Total,0.548
Rwanda,Africa,RWA,Subnat,RWAr101,City of Kigali,0.644
Rwanda,Africa,RWA,Subnat,RWAr105,East,0.54
Rwanda,Africa,RWA,Subnat,RWAr104,North,0.525
Rwanda,Africa,RWA,Subnat,RWAr102,South,0.526
Rwanda,Africa,RWA,Subnat,RWAr103,West,0.536
Samoa,Asia/Pacific,WSM,National,WSMt,Total,0.702
Samoa,Asia/Pacific,WSM,Subnat,WSMr101,Apia Urban Area,0.76
Samoa,Asia/Pacific,WSM,Subnat,WSMr102,North West Upolu,0.722
Samoa,Asia/Pacific,WSM,Subnat,WSMr103,Rest of Upolu,0.724
Samoa,Asia/Pacific,WSM,Subnat,WSMr104,Savaii,0.718
Sao Tome and Principe,Africa,STP,National,STPt,Total,0.613
Sao Tome and Principe,Africa,STP,Subnat,STPr101,Regiao Centro,0.632
Sao Tome and Principe,Africa,STP,Subnat,STPr104,Regiao do Principe,0.616
Sao Tome and Principe,Africa,STP,Subnat,STPr103,Regiao Norte,0.582
Sao Tome and Principe,Africa,STP,Subnat,STPr102,Regiao Sul,0.581
Saudi Arabia,Asia/Pacific,SAU,National,SAUt,Total,0.875
Saudi Arabia,Asia/Pacific,SAU,Subnat,SAUr101,"Center (Riadh, Qassim)",0.899
Saudi Arabia,Asia/Pacific,SAU,Subnat,SAUr104,Eastern province,0.862
Saudi Arabia,Asia/Pacific,SAU,Subnat,SAUr105,"North (Northern Borders, Al Jawf, Hail)",0.889
Saudi Arabia,Asia/Pacific,SAU,Subnat,SAUr103,"South (Bahah, Jizan, Asir, Najran)",0.854
Saudi Arabia,Asia/Pacific,SAU,Subnat,SAUr102,"West (Makka, Madinah, Tabuk)",0.871
Senegal,Africa,SEN,National,SENt,Total,0.517
Senegal,Africa,SEN,Subnat,SENr101,Dakar,0.614
Senegal,Africa,SEN,Subnat,SENr103,Diourbel,0.395
Senegal,Africa,SEN,Subnat,SENr109,Fatick,0.51
Senegal,Africa,SEN,Subnat,SENr106,Kaolack,0.465
Senegal,Africa,SEN,Subnat,SENr110,Kolda,0.46
Senegal,Africa,SEN,Subnat,SENr108,Louga,0.458
Senegal,Africa,SEN,Subnat,SENr104,Saint Louis,0.47
Senegal,Africa,SEN,Subnat,SENr105,Tambacounda,0.46
Senegal,Africa,SEN,Subnat,SENr107,Thies,0.569
Senegal,Africa,SEN,Subnat,SENr102,Ziguinchor,0.596
Serbia,Europe,SRB,National,SRBt,Total,0.805
Serbia,Europe,SRB,Subnat,SRBr101,Belgrade,0.833
Serbia,Europe,SRB,Subnat,SRBr104,South and East Serbia,0.796
Serbia,Europe,SRB,Subnat,SRBr103,Sumadija and West Serbia,0.794
Serbia,Europe,SRB,Subnat,SRBr102,Vojvodina,0.798
Sierra Leone,Africa,SLE,National,SLEt,Total,0.458
Sierra Leone,Africa,SLE,Subnat,SLEr109,Bo,0.445
Sierra Leone,Africa,SLE,Subnat,SLEr101,Bombali,0.459
Sierra Leone,Africa,SLE,Subnat,SLEr110,Bonthe,0.435
Sierra Leone,Africa,SLE,Subnat,SLEr106,Kailahun,0.438
Sierra Leone,Africa,SLE,Subnat,SLEr102,Kambia,0.423
Sierra Leone,Africa,SLE,Subnat,SLEr107,Kenema,0.433
Sierra Leone,Africa,SLE,Subnat,SLEr103,Koinadugu,0.418
Sierra Leone,Africa,SLE,Subnat,SLEr108,Kono,0.442
Sierra Leone,Africa,SLE,Subnat,SLEr111,Moyamba,0.414
Sierra Leone,Africa,SLE,Subnat,SLEr104,Port Loko,0.413
Sierra Leone,Africa,SLE,Subnat,SLEr112,Pujehun,0.406
Sierra Leone,Africa,SLE,Subnat,SLEr105,Tonkolili,0.426
Sierra Leone,Africa,SLE,Subnat,SLEr113,Western Rural,0.496
Sierra Leone,Africa,SLE,Subnat,SLEr114,Western Urban,0.579
Singapore,Asia/Pacific,SGP,National,SGPt,Total,0.949
Slovak Republic,Europe,SVK,National,SVKt,Total,0.855
Slovak Republic,Europe,SVK,Subnat,SVKr101,Bratislavsky kraj,0.945
Slovak Republic,Europe,SVK,Subnat,SVKr103,Stredne Slovensko,0.836
Slovak Republic,Europe,SVK,Subnat,SVKr104,Vychodne Slovensko,0.817
Slovak Republic,Europe,SVK,Subnat,SVKr102,Zapadne Slovensko,0.843
Slovenia,Europe,SVN,National,SVNt,Total,0.926
Slovenia,Europe,SVN,Subnat,SVNr110,Gorenjska,0.919
Slovenia,Europe,SVN,Subnat,SVNr111,Goriska,0.911
Slovenia,Europe,SVN,Subnat,SVNr107,Jugovzhodna Slovenija,0.905
Slovenia,Europe,SVN,Subnat,SVNr103,Koroska,0.892
Slovenia,Europe,SVN,Subnat,SVNr112,Obalno-kraska,0.928
Slovenia,Europe,SVN,Subnat,SVNr109,Osrednjeslovenska,0.97
Slovenia,Europe,SVN,Subnat,SVNr102,Podravska,0.898
Slovenia,Europe,SVN,Subnat,SVNr101,Pomurska,0.868
Slovenia,Europe,SVN,Subnat,SVNr106,Posavska,0.889
Slovenia,Europe,SVN,Subnat,SVNr108,Primorsko-notranjska,0.888
Slovenia,Europe,SVN,Subnat,SVNr104,Savinjska,0.903
Slovenia,Europe,SVN,Subnat,SVNr105,Zasavska,0.848
Solomon Islands,Asia/Pacific,SLB,National,SLBt,Total,0.562
Somalia,Africa,SOM,National,SOMt,Total,0.361
Somalia,Africa,SOM,Subnat,SOMr102,Awdal,0.401
Somalia,Africa,SOM,Subnat,SOMr109,Bakool,0.295
Somalia,Africa,SOM,Subnat,SOMr116,Banadir,0.459
Somalia,Africa,SOM,Subnat,SOMr108,Bari,0.429
Somalia,Africa,SOM,Subnat,SOMr110,Bay,0.294
Somalia,Africa,SOM,Subnat,SOMr117,Galguduud,0.279
Somalia,Africa,SOM,Subnat,SOMr111,Gedo,0.33
Somalia,Africa,SOM,Subnat,SOMr113,Hiran,0.291
Somalia,Africa,SOM,Subnat,SOMr118,Lower Juba,0.3
Somalia,Africa,SOM,Subnat,SOMr115,Lower Shabelle,0.323
Somalia,Africa,SOM,Subnat,SOMr112,Middle Juba,0.232
Somalia,Africa,SOM,Subnat,SOMr114,Middle Shabelle,0.315
Somalia,Africa,SOM,Subnat,SOMr106,Mudug,0.374
Somalia,Africa,SOM,Subnat,SOMr107,Nugal,0.378
Somalia,Africa,SOM,Subnat,SOMr103,Sanaag,0.448
Somalia,Africa,SOM,Subnat,SOMr104,Sool,0.338
Somalia,Africa,SOM,Subnat,SOMr105,Togdhere,0.323
Somalia,Africa,SOM,Subnat,SOMr101,W Galbeed,0.457
South Africa,Africa,ZAF,National,ZAFt,Total,0.717
South Africa,Africa,ZAF,Subnat,ZAFr102,Eastern Cape,0.678
South Africa,Africa,ZAF,Subnat,ZAFr104,Free State,0.716
South Africa,Africa,ZAF,Subnat,ZAFr107,Gauteng,0.739
South Africa,Africa,ZAF,Subnat,ZAFr105,KwaZulu Natal,0.714
South Africa,Africa,ZAF,Subnat,ZAFr108,Mpumalanga,0.682
South Africa,Africa,ZAF,Subnat,ZAFr106,North West,0.68
South Africa,Africa,ZAF,Subnat,ZAFr103,Northern Cape,0.705
South Africa,Africa,ZAF,Subnat,ZAFr109,Northern Province,0.718
South Africa,Africa,ZAF,Subnat,ZAFr101,Western Cape,0.755
South Sudan,Africa,SSD,National,SSDt,Total,0.381
South Sudan,Africa,SSD,Subnat,SSDr109,Central Equatoria,0.459
South Sudan,Africa,SSD,Subnat,SSDr110,Eastern Equatoria,0.367
South Sudan,Africa,SSD,Subnat,SSDr102,Jonglei,0.331
South Sudan,Africa,SSD,Subnat,SSDr107,Lakes,0.344
South Sudan,Africa,SSD,Subnat,SSDr105,Northern Bahr El Ghazal,0.305
South Sudan,Africa,SSD,Subnat,SSDr103,Unity,0.34
South Sudan,Africa,SSD,Subnat,SSDr101,Upper Nile,0.422
South Sudan,Africa,SSD,Subnat,SSDr104,Warrap,0.308
South Sudan,Africa,SSD,Subnat,SSDr106,Western Bahr El Ghazal,0.412
South Sudan,Africa,SSD,Subnat,SSDr108,Western Equatoria,0.426
Spain,Europe,ESP,National,ESPt,Total,0.911
Spain,Europe,ESP,Subnat,ESPr115,Andalucia,0.881
Spain,Europe,ESP,Subnat,ESPr107,Aragon,0.915
Spain,Europe,ESP,Subnat,ESPr119,Canarias,0.876
Spain,Europe,ESP,Subnat,ESPr103,Cantabria,0.91
Spain,Europe,ESP,Subnat,ESPr109,Castilla y Leon,0.912
Spain,Europe,ESP,Subnat,ESPr110,Castilla-la Mancha,0.876
Spain,Europe,ESP,Subnat,ESPr112,Cataluna,0.922
Spain,Europe,ESP,Subnat,ESPr117,Ciudad Autonoma de Ceuta,0.86
Spain,Europe,ESP,Subnat,ESPr118,Ciudad Autonoma de Melilla,0.867
Spain,Europe,ESP,Subnat,ESPr108,Comunidad de Madrid,0.942
Spain,Europe,ESP,Subnat,ESPr105,Comunidad Foral de Navarra,0.928
Spain,Europe,ESP,Subnat,ESPr113,Comunidad Valenciana,0.897
Spain,Europe,ESP,Subnat,ESPr111,Extremadura,0.876
Spain,Europe,ESP,Subnat,ESPr101,Galicia,0.91
Spain,Europe,ESP,Subnat,ESPr114,Illes Balears,0.879
Spain,Europe,ESP,Subnat,ESPr106,La Rioja,0.916
Spain,Europe,ESP,Subnat,ESPr104,Pais Vasco,0.939
Spain,Europe,ESP,Subnat,ESPr102,Principado de Asturias,0.906
Spain,Europe,ESP,Subnat,ESPr116,Region de Murcia,0.885
Sri Lanka,Asia/Pacific,LKA,National,LKAt,Total,0.78
St. Kitts and Nevis,America,KNA,National,KNAt,Total,0.838
St. Lucia,America,LCA,National,LCAt,Total,0.725
St. Lucia,America,LCA,Subnat,LCAr102,St Lucia rural,0.726
St. Lucia,America,LCA,Subnat,LCAr101,St Lucia urban,0.72
St. Vincent and the Grenadines,America,VCT,National,VCTt,Total,0.772
Sudan,Africa,SDN,National,SDNt,Total,0.516
Sudan,Africa,SDN,Subnat,SDNr105,Al Gedarif,0.463
Sudan,Africa,SDN,Subnat,SDNr107,Al Gezira,0.56
Sudan,Africa,SDN,Subnat,SDNr110,Blue Nile,0.43
Sudan,Africa,SDN,Subnat,SDNr104,Kassala,0.466
Sudan,Africa,SDN,Subnat,SDNr106,Khartoum,0.638
Sudan,Africa,SDN,Subnat,SDNr102,Nahr El Nil,0.613
Sudan,Africa,SDN,Subnat,SDNr113,North Darfur,0.475
Sudan,Africa,SDN,Subnat,SDNr111,North Kordofan,0.475
Sudan,Africa,SDN,Subnat,SDNr101,Northern,0.638
Sudan,Africa,SDN,Subnat,SDNr103,Red Sea,0.533
Sudan,Africa,SDN,Subnat,SDNr109,Sinnar,0.506
Sudan,Africa,SDN,Subnat,SDNr115,South Darfur,0.449
Sudan,Africa,SDN,Subnat,SDNr112,South Kordofan,0.444
Sudan,Africa,SDN,Subnat,SDNr114,West Darfur,0.454
Sudan,Africa,SDN,Subnat,SDNr108,White Nile,0.503
Suriname,America,SUR,National,SURt,Total,0.69
Suriname,America,SUR,Subnat,SURr105,Brokopondo and Sipaliwini,0.564
Suriname,America,SUR,Subnat,SURr104,Commewijne and Marowijne,0.673
Suriname,America,SUR,Subnat,SURr103,"Nickerie, Coronie and Saramacca",0.687
Suriname,America,SUR,Subnat,SURr101,Paramaribo,0.708
Suriname,America,SUR,Subnat,SURr102,Wanica and Para,0.696
Sweden,Europe,SWE,National,SWEt,Total,0.952
Sweden,Europe,SWE,Subnat,SWEr107,Mellersta Norrland,0.94
Sweden,Europe,SWE,Subnat,SWEr106,Norra Mellansverige,0.934
Sweden,Europe,SWE,Subnat,SWEr102,Ostra Mellansverige,0.941
Sweden,Europe,SWE,Subnat,SWEr108,Ovre Norrland,0.95
Sweden,Europe,SWE,Subnat,SWEr103,Smaland med oarna,0.941
Sweden,Europe,SWE,Subnat,SWEr101,Stockholm,0.976
Sweden,Europe,SWE,Subnat,SWEr104,Sydsverige,0.941
Sweden,Europe,SWE,Subnat,SWEr105,Vastsverige,0.951
Switzerland,Europe,CHE,National,CHEt,Total,0.967
Switzerland,Europe,CHE,Subnat,CHEr106,Central Switzerland,0.961
Switzerland,Europe,CHE,Subnat,CHEr105,Eastern Switzerland,0.949
Switzerland,Europe,CHE,Subnat,CHEr102,Espace Mittelland,0.957
Switzerland,Europe,CHE,Subnat,CHEr101,Lake Geneva region,0.973
Switzerland,Europe,CHE,Subnat,CHEr103,Northwestern Switzerland,0.964
Switzerland,Europe,CHE,Subnat,CHEr107,Ticino,0.964
Switzerland,Europe,CHE,Subnat,CHEr104,Zurich,0.994
Syrian Arab Republic,Asia/Pacific,SYR,National,SYRt,Total,0.557
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr111,Al Hasaka,0.507
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr106,Al Latakia,0.599
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr114,Al Qunitara - Quneitra,0.542
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr109,Al Raka-Raqqa,0.499
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr112,Al Swida - Sweida,0.604
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr101,Damascus,0.595
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr113,Daraa,0.566
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr110,Der El Zour - Deir Ezzor,0.53
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr107,Edlab Idleb,0.529
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr108,Halab - Aleppo,0.528
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr104,Hamaa,0.563
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr103,Homs,0.578
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr102,Rural Damascus,0.572
Syrian Arab Republic,Asia/Pacific,SYR,Subnat,SYRr105,Tartous,0.594
Tajikistan,Asia/Pacific,TJK,National,TJKt,Total,0.679
Tajikistan,Asia/Pacific,TJK,Subnat,TJKr104,DRS,0.672
Tajikistan,Asia/Pacific,TJK,Subnat,TJKr101,Duchanbe,0.749
Tajikistan,Asia/Pacific,TJK,Subnat,TJKr105,GBAO,0.687
Tajikistan,Asia/Pacific,TJK,Subnat,TJKr102,Khatlon,0.659
Tajikistan,Asia/Pacific,TJK,Subnat,TJKr103,Sughd (formerly Leninabad),0.683
Tanzania,Africa,TZA,National,TZAt,Total,0.532
Tanzania,Africa,TZA,Subnat,TZAr202," Arusha, Manyara",0.535
Tanzania,Africa,TZA,Subnat,TZAr207, Dar Es Salam,0.616
Tanzania,Africa,TZA,Subnat,TZAr201, Dodoma,0.467
Tanzania,Africa,TZA,Subnat,TZAr211," Iringa, Njombe",0.543
Tanzania,Africa,TZA,Subnat,TZAr218, Kagera,0.49
Tanzania,Africa,TZA,Subnat,TZAr216, Kigoma,0.489
Tanzania,Africa,TZA,Subnat,TZAr203, Kilimanjaro,0.603
Tanzania,Africa,TZA,Subnat,TZAr208, Lindi,0.478
Tanzania,Africa,TZA,Subnat,TZAr220, Mara,0.509
Tanzania,Africa,TZA,Subnat,TZAr212, Mbeya,0.51
Tanzania,Africa,TZA,Subnat,TZAr205, Morogoro,0.514
Tanzania,Africa,TZA,Subnat,TZAr209, Mtwara,0.477
Tanzania,Africa,TZA,Subnat,TZAr219," Mwanza, Geita",0.492
Tanzania,Africa,TZA,Subnat,TZAr224, Pemba North,0.534
Tanzania,Africa,TZA,Subnat,TZAr225, Pemba South,0.568
Tanzania,Africa,TZA,Subnat,TZAr206, Pwani,0.494
Tanzania,Africa,TZA,Subnat,TZAr215," Rukwa, Katavi",0.454
Tanzania,Africa,TZA,Subnat,TZAr210, Ruvuma,0.522
Tanzania,Africa,TZA,Subnat,TZAr217," Shinyanga, Simiyu",0.478
Tanzania,Africa,TZA,Subnat,TZAr213, Singida,0.515
Tanzania,Africa,TZA,Subnat,TZAr214, Tabora,0.453
Tanzania,Africa,TZA,Subnat,TZAr204, Tanga,0.536
Tanzania,Africa,TZA,Subnat,TZAr221, Zanzibar North,0.551
Tanzania,Africa,TZA,Subnat,TZAr222, Zanzibar South,0.602
Tanzania,Africa,TZA,Subnat,TZAr223, Zanzibar West,0.678
Thailand,Asia/Pacific,THA,National,THAt,Total,0.803
Thailand,Asia/Pacific,THA,Subnat,THAr101,Bangkok,0.836
Thailand,Asia/Pacific,THA,Subnat,THAr102,Central,0.808
Thailand,Asia/Pacific,THA,Subnat,THAr103,North,0.787
Thailand,Asia/Pacific,THA,Subnat,THAr104,Northeast,0.782
Thailand,Asia/Pacific,THA,Subnat,THAr105,South,0.791
Timor-Leste,Asia/Pacific,TLS,National,TLSt,Total,0.566
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr101,Aileu,0.552
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr102,Ainaro,0.503
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr103,Baucau,0.544
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr104,Bobonaro,0.543
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr105,Cova Lima,0.554
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr106,Dili,0.673
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr107,Ermera,0.501
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr109,Lautem,0.546
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr108,Liquica,0.57
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr111,Manatuto,0.555
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr110,Manufahi,0.557
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr112,Oecussi,0.5
Timor-Leste,Asia/Pacific,TLS,Subnat,TLSr113,Viqueque,0.542
Togo,Africa,TGO,National,TGOt,Total,0.547
Togo,Africa,TGO,Subnat,TGOr104,Centrale,0.534
Togo,Africa,TGO,Subnat,TGOr105,Kara,0.515
Togo,Africa,TGO,Subnat,TGOr101,Lome,0.617
Togo,Africa,TGO,Subnat,TGOr102,Maritime,0.527
Togo,Africa,TGO,Subnat,TGOr103,Plateaux,0.534
Togo,Africa,TGO,Subnat,TGOr106,Savanes,0.471
Tonga,Asia/Pacific,TON,National,TONt,Total,0.739
Tonga,Asia/Pacific,TON,Subnat,TONr104,Eua,0.715
Tonga,Asia/Pacific,TON,Subnat,TONr103,Ha-apai,0.695
Tonga,Asia/Pacific,TON,Subnat,TONr105,Ongo Niua,0.7
Tonga,Asia/Pacific,TON,Subnat,TONr101,Tongatapu,0.748
Tonga,Asia/Pacific,TON,Subnat,TONr102,Vava-u,0.727
Trinidad and Tobago,America,TTO,National,TTOt,Total,0.814
Trinidad and Tobago,America,TTO,Subnat,TTOr103,Central,0.826
Trinidad and Tobago,America,TTO,Subnat,TTOr102,East,0.793
Trinidad and Tobago,America,TTO,Subnat,TTOr101,North West,0.816
Trinidad and Tobago,America,TTO,Subnat,TTOr104,South West,0.809
Trinidad and Tobago,America,TTO,Subnat,TTOr105,Tobago,0.811
Tunisia,Africa,TUN,National,TUNt,Total,0.732
Tunisia,Africa,TUN,Subnat,TUNr105,"Centre Est (Sousse, Monastir, Mahdia, Sfax)",0.73
Tunisia,Africa,TUN,Subnat,TUNr104,"Centre Ouest (Kairouan, Kasserine, Sidi Bouzid)",0.668
Tunisia,Africa,TUN,Subnat,TUNr101,"Grand Tunis (Tunis, Ariana, Ben Arous, Manouba)",0.777
Tunisia,Africa,TUN,Subnat,TUNr102,"Nord Est (Nabeul, Zaghouan, Bizerte)",0.719
Tunisia,Africa,TUN,Subnat,TUNr103,"Nord Ouest (Beja, Jendouba, Kef, Siliana)",0.707
Tunisia,Africa,TUN,Subnat,TUNr107,"Sud Est (Gabes, Medinine, Tataouine)",0.73
Tunisia,Africa,TUN,Subnat,TUNr106,"Sud Ouest (Gafsa, Tozeur, Kebili)",0.726
Turkiye,Asia/Pacific,TUR,National,TURt,Total,0.855
Turkiye,Asia/Pacific,TUR,Subnat,TURr103,"Aegean (Afyon, Aydin, Denizli, Izmir, Kutahya, Man",0.855
Turkiye,Asia/Pacific,TUR,Subnat,TURr107,"Central Anatolia (Kayseri, Kirsehir, Nevsehir, Nig",0.834
Turkiye,Asia/Pacific,TUR,Subnat,TURr111,"Central East Anatolia (Bingol, Bitlis, Elazig, Hak",0.804
Turkiye,Asia/Pacific,TUR,Subnat,TURr109,"East Black Sea (Artvin, Giresun, Gumushane, Ordu,",0.828
