"NUTS_ID","ISO","sector","sect_b"
"DE25","DEU","PRO",0.0010898328433280725
"DE25","DEU","SWD_INC",5.272165607225392e-4
"DE25","DEU","TRF",6.818964669107928e-4
"DE26","DEU","CHE",0.0024387838399540784
"DE26","DEU","ENE",0.013210293990589064
"DE26","DEU","IND",0.006904779023616182
"DE26","DEU","NFE",5.9122927847995695e-5
"DE26","DEU","NMM",0.0060169601238315
"DE26","DEU","PRO",0.001148269976927815
"DE26","DEU","SWD_INC",3.8199483479609686e-4
"DE26","DEU","TRF",4.95684456359683e-4
"DE27","DEU","CHE",0.003310842403222369
"DE27","DEU","ENE",0.012837435612440743
"DE27","DEU","IND",0.0077293542327634005
"DE27","DEU","NFE",7.910241472561133e-5
"DE27","DEU","NMM",0.0073491469912701415
"DE27","DEU","PRO",0.0010526091216843413
"DE27","DEU","SWD_INC",5.206436961736232e-4
"DE27","DEU","TRF",6.67864932192866e-4
"DE30","DEU","CHE",0.00746082297698141
"DE30","DEU","ENE",0.08166914155112433
"DE30","DEU","IND",0.013677372549125556
"DE30","DEU","IRO",2.3022150760102452e-4
"DE30","DEU","NFE",1.807294055059194e-4
"DE30","DEU","NMM",0.005841582716125424
"DE30","DEU","PRO",5.329935445118676e-4
"DE30","DEU","SWD_INC",0.0011578020938652672
"DE30","DEU","TRF",0.0015062439827617745
"DE40","DEU","CHE",0.005222922952533494
"DE40","DEU","ENE",0.2518173371151479
"DE40","DEU","IND",0.048269236641820125
"DE40","DEU","IRO",0.003962826221028909
"DE40","DEU","NFE",1.4759580751384267e-4
"DE40","DEU","NMM",0.011916889644536988
"DE40","DEU","PRO",0.00415533193275776
"DE40","DEU","REF",0.016274836043371817
"DE40","DEU","SWD_INC",7.86136646444988e-4
"DE40","DEU","TRF",0.031414909261358315
"DE50","DEU","CHE",0.0011098099019724338
"DE50","DEU","ENE",0.057494713012751934
"DE50","DEU","IND",0.006716026161779295
"DE50","DEU","IRO",0.0022461277894485223
"DE50","DEU","NFE",2.6752413252789614e-5
"DE50","DEU","NMM",9.363942833074209e-4
"DE50","DEU","PRO",2.0410784490652387e-4
"DE50","DEU","SWD_INC",1.7652770111669657e-4
"DE50","DEU","TRF",0.003445836662720976
"DE60","DEU","CHE",0.0038400188704908896
"DE60","DEU","ENE",0.09108118973042446
"DE60","DEU","IND",0.006616815874988921
"DE60","DEU","NFE",9.17454609961085e-5
"DE60","DEU","NMM",0.0029844491204549044
"DE60","DEU","PRO",3.347777417656183e-4
"DE60","DEU","REF",0.012537739097031524
"DE60","DEU","SWD_INC",6.362872506940185e-4
"DE60","DEU","TRF",7.80920985720975e-4
"DE71","DEU","CHE",0.009177276906247523
"DE71","DEU","ENE",0.10103677861968081
"DE71","DEU","IND",0.02096625182654341
"DE71","DEU","NFE",2.53159803765941e-4
"DE71","DEU","NMM",0.007595651347311472
"DE71","DEU","PRO",0.0020889797688650224
"DE71","DEU","SWD_INC",0.0014049676752145568
"DE71","DEU","TRF",0.00180041509203806
"DE72","DEU","CHE",0.0019571092348711567
"DE72","DEU","ENE",0.009454142063760412
"DE72","DEU","IND",0.004654251710150739
"DE72","DEU","NFE",4.6759132474991715e-5
"DE72","DEU","NMM",0.006548796051667051
"DE72","DEU","PRO",7.901331582164657e-4
"DE72","DEU","SWD_INC",3.023814006532133e-4
"DE72","DEU","TRF",4.004344224214655e-4
"DE73","DEU","CHE",0.0021910254053490357
"DE73","DEU","ENE",0.014462492779952724
"DE73","DEU","IND",0.004936097482651347
"DE73","DEU","NFE",5.234783141311219e-5
"DE73","DEU","NMM",0.00338843556283383
"DE73","DEU","PRO",0.0013481996398881947
"DE73","DEU","SWD_INC",3.568570980653658e-4
"DE73","DEU","TRF",4.458077642031162e-4
"DE80","DEU","CHE",0.029334600952184726
"DE80","DEU","ENE",0.03705268197274316
"DE80","DEU","IND",0.010807504930135213
"DE80","DEU","NFE",5.9409951238673476e-5
"DE80","DEU","NMM",0.002032746021791906
"DE80","DEU","PRO",0.001585803323566512
"DE80","DEU","SWD_INC",3.841918404143969e-4
"DE80","DEU","TRF",5.016002840448476e-4
"DE91","DEU","CHE",0.0031564927450186396
"DE91","DEU","ENE",0.08357897137185501
"DE91","DEU","IND",0.0165261623098986
"DE91","DEU","IRO",0.0034252965033607034
"DE91","DEU","NFE",1.9331892068019692e-4
"DE91","DEU","NMM",0.006627841496166446
"DE91","DEU","PRO",0.0010905641203631754
"DE91","DEU","SWD_INC",4.9841298482119e-4
"DE91","DEU","TRF",0.0066850054449202265
"DE92","DEU","CHE",0.004397469282271977
"DE92","DEU","ENE",0.030323150560981286
"DE92","DEU","IND",0.010827277799575907
"DE92","DEU","IRO",1.722283720263824e-4
"DE92","DEU","NFE",1.1056895610937408e-4
"DE92","DEU","NMM",0.007452429071627808
"DE92","DEU","PRO",0.001131165171363716
"DE92","DEU","SWD_INC",6.96341890023642e-4
"DE92","DEU","TRF",0.0012712271859168485
"DE93","DEU","CHE",0.014046457200297712
"DE93","DEU","ENE",0.01630337334323823
"DE93","DEU","IND",0.006907647889847036
"DE93","DEU","IRO",5.284619959058247e-4
"DE93","DEU","NFE",0.008525167498556599
"DE93","DEU","NMM",0.002528798784309345
"DE93","DEU","PRO",0.0021129960507428923
"DE93","DEU","REF",0.004124555080888923
"DE93","DEU","SWD_INC",5.026088609240199e-4
"DE93","DEU","TRF",0.0014022834769342038
"DE94","DEU","CHE",0.004384010840737693
"DE94","DEU","ENE",0.14103361788837993
"DE94","DEU","IND",0.011267279931672676
"DE94","DEU","IRO",0.001415952983507477
"DE94","DEU","NFE",1.3691008870657286e-4
"DE94","DEU","NMM",0.004309792745206104
"DE94","DEU","PRO",0.002613997401463854
"DE94","DEU","REF",0.023249812744647422
"DE94","DEU","SWD_INC",6.83228889839957e-4
"DE94","DEU","TRF",0.002937897665406336
"DEA1","DEU","CHE",0.014793053345444531
"DEA1","DEU","ENE",0.34112595630920645
"DEA1","DEU","IND",0.07548665784108956
"DEA1","DEU","IRO",0.018248483199246022
"DEA1","DEU","NFE",0.01799889295385099
"DEA1","DEU","NMM",0.04841164829314116
"DEA1","DEU","PRO",0.012515402511723898
"DEA1","DEU","REF",0.0020787927742734417
"DEA1","DEU","SWD_INC",0.0019137550005495268
"DEA1","DEU","TRF",0.03321936422280834
"DEA2","DEU","CHE",0.010252832144577737
"DEA2","DEU","ENE",0.3410232580373658
"DEA2","DEU","IND",0.02195839888579885
"DEA2","DEU","IRO",1.509434885860789e-5
"DEA2","DEU","NFE",3.2260330984777014e-4
"DEA2","DEU","NMM",0.009063146315739904
"DEA2","DEU","PRO",0.0020378556039325683
"DEA2","DEU","REF",0.026803927849202224
"DEA2","DEU","SWD_INC",0.0016335989484284484
"DEA2","DEU","TRF",0.004160915128466138
"DEA3","DEU","CHE",0.010272947522419286
"DEA3","DEU","ENE",0.15716300974113676
"DEA3","DEU","IND",0.02732775788168004
"DEA3","DEU","IRO",1.6747209519430133e-4
"DEA3","DEU","NFE",1.437981150712605e-4
"DEA3","DEU","NMM",0.022750972463500767
"DEA3","DEU","PRO",0.011455464169463908
"DEA3","DEU","REF",0.016986062119113347
"DEA3","DEU","SWD_INC",9.25043472283453e-4
"DEA3","DEU","TRF",0.011349408544307086
"DEA4","DEU","CHE",0.004299247194497605
"DEA4","DEU","ENE",0.0532478429570474
"DEA4","DEU","IND",0.010130851826025696
"DEA4","DEU","NFE",1.0271732466110566e-4
"DEA4","DEU","NMM",0.008302771636448688
"DEA4","DEU","PRO",0.001409060554473438
"DEA4","DEU","SWD_INC",6.738495888244198e-4
"DEA4","DEU","TRF",8.684491689726617e-4
"DEA5","DEU","CHE",0.007840301750798811
"DEA5","DEU","ENE",0.20677868971864968
"DEA5","DEU","IND",0.045602883914898674
"DEA5","DEU","IRO",0.006825948492274114
"DEA5","DEU","NFE",4.092402462365667e-4
"DEA5","DEU","NMM",0.048064163324581556
"DEA5","DEU","PRO",0.007041062727189942
"DEA5","DEU","SWD_INC",0.001233187548789143
"DEA5","DEU","TRF",0.018309147129529076
"DEB1","DEU","CHE",0.0028763063681866616
"DEB1","DEU","ENE",0.007248497008033102
"DEB1","DEU","IND",0.006757729207432204
"DEB1","DEU","NFE",1.0145152378442308e-4
"DEB1","DEU","NMM",0.009090011051237737
"DEB1","DEU","PRO",0.0013507398859098484
"DEB1","DEU","SWD_INC",4.526095464594628e-4
"DEB1","DEU","TRF",5.865703360541617e-4
"DEB2","DEU","CHE",8.120080665449408e-4
"DEB2","DEU","IND",0.0017458889187312752
"DEB2","DEU","NFE",8.884298497258528e-5
"DEB2","DEU","NMM",0.0012493080219796208
"DEB2","DEU","PRO",6.858744544949633e-4
"DEB2","DEU","SWD_INC",1.2545847475160666e-4
"DEB2","DEU","TRF",1.6904810177016167e-4
"DEB3","DEU","CHE",0.01823905607732805
"DEB3","DEU","ENE",0.042480551692851184
"DEB3","DEU","IND",0.019296980637851794
"DEB3","DEU","NFE",1.330705482848293e-4
"DEB3","DEU","NMM",0.008733751375240814
"DEB3","DEU","PRO",0.0018055256072014253
"DEB3","DEU","REF",0.0039013819789465417
"DEB3","DEU","SWD_INC",7.213255580257981e-4
"DEB3","DEU","TRF",9.142998083229647e-4
"DEC0","DEU","CHE",0.002114985421055384
"DEC0","DEU","ENE",0.10345276916223638
"DEC0","DEU","IND",0.014038164819065863
"DEC0","DEU","IRO",0.004850970656264654
"DEC0","DEU","NFE",8.973297637128069e-5
"DEC0","DEU","NMM",0.0016281945257863985
"DEC0","DEU","PRO",0.0031147655736723616
"DEC0","DEU","SWD_INC",3.369487989123103e-4
"DEC0","DEU","TRF",0.007596599634232197
"DED2","DEU","CHE",0.0030450448849927785
"DED2","DEU","ENE",0.11999858018445969
"DED2","DEU","IND",0.007014078807414781
"DED2","DEU","IRO",1.6603525218926896e-4
"DED2","DEU","NFE",1.0005412257012353e-4
"DED2","DEU","NMM",0.00234418977175389
"DED2","DEU","PRO",0.0011683853758359258
"DED2","DEU","SWD_INC",4.704721177665208e-4
"DED2","DEU","TRF",0.0018626522958656798
"DED4","DEU","CHE",0.0028149683947629235
"DED4","DEU","ENE",0.013414687930568828
"DED4","DEU","IND",0.004889746450557129
"DED4","DEU","NFE",7.110141551095428e-5
"DED4","DEU","NMM",0.002167068009113206
"DED4","DEU","PRO",0.0012681658767131117
"DED4","DEU","SWD_INC",4.3492408915028194e-4
"DED4","DEU","TRF",5.764986176424086e-4
"DED5","DEU","CHE",0.0019962259021212556
"DED5","DEU","ENE",0.08615076267115615
"DED5","DEU","IND",0.0038941417757993235
"DED5","DEU","NFE",4.737551983549715e-5
"DED5","DEU","NMM",0.001526516868185851
"DED5","DEU","PRO",5.942080019574125e-4
"DED5","DEU","REF",5.25757195560808e-4
"DED5","DEU","SWD_INC",3.0636785914643026e-4
"DED5","DEU","TRF",3.999933963071421e-4
"DEE0","DEU","CHE",0.027093365970355592
"DEE0","DEU","ENE",0.10101804263109487
"DEE0","DEU","IND",0.0204611602283099
"DEE0","DEU","NFE",9.442577119703782e-5
"DEE0","DEU","NMM",0.017692496204537757
"DEE0","DEU","PRO",0.0023455433617755165
