"NUTS_ID","CNTR_CODE","sector","ETS","capital_lifetime","e_95","e_21","e_hist","pop_50","ISO","pop_21","pop_95","sect_b"
"BE23","BE","SOL",0,15,1.2154740540000001e-4,1.21149939e-4,0.00318735927,1583797,"BEL",1489084,1349382,0.0016797569567706784
"BE23","BE","SWD_LDF",0,24,0.00049924282799999995,1.437140399e-4,0.006739787798,1583797,"BEL",1489084,1349382,0.0031881770348413476
"BE23","BE","TNR",0,26,3.554993301e-5,2.07786027e-5,7.306550389000001e-4,1583797,"BEL",1489084,1349382,4.993691128312078e-4
"BE23","BE","TRO",0,16,0.002600538869,0.002862666948,0.07892140270999999,1583797,"BEL",1489084,1349382,0.04233726469760625
"BE23","BE","WWT",0,24,1.862303705e-4,1.450905406e-4,0.004030986531,1583797,"BEL",1489084,1349382,0.003218713563653958
"BE24","BE","AGS",0,23,1.1201477370000001e-4,1.064496555e-4,0.002948279062,1213677,"BEL",1122600,995266,0.002263101778122642
"BE24","BE","AWB",0,23,7.409401239999999e-7,8.04713939e-7,2.411132449e-5,1213677,"BEL",1122600,995266,1.7108083043359166e-5
"BE24","BE","ENF",0,23,3.57564944e-4,2.6456452130000003e-4,0.008198392496,1213677,"BEL",1122600,995266,0.005624597240544339
"BE24","BE","IDE",0,15,3.4142179890000004e-5,1.6470697470000002e-5,6.920110320999999e-4,1213677,"BEL",1122600,995266,2.2836799495291296e-4
"BE24","BE","MNM",0,23,1.234559379e-4,9.468181919e-5,0.0028715598799999996,1213677,"BEL",1122600,995266,0.00201291955674554
"BE24","BE","N2O",0,23,4.716875301e-5,4.032734533e-5,0.001167771731,1213677,"BEL",1122600,995266,8.573525813175487e-4
"BE24","BE","NEU",0,15,1.565746117e-5,7.707786132e-6,2.580969712e-4,1213677,"BEL",1122600,995266,1.068692851469579e-4
"BE24","BE","PRU",0,15,2.381933157e-4,3.499378731e-4,0.009295429825,1213677,"BEL",1122600,995266,0.004851926312379404
"BE24","BE","RCO",0,20,0.003525424117,0.0028275948370000002,0.08944039486,1213677,"BEL",1122600,995266,0.05227320940849012
"BE24","BE","SOL",0,15,1.063195129e-4,1.103389298e-4,0.002885479902,1213677,"BEL",1122600,995266,0.0015298611494487134
"BE24","BE","SWD_LDF",0,24,4.613276271e-5,2.404365545e-5,0.0011829942,1213677,"BEL",1122600,995266,5.333885971938919e-4
"BE24","BE","TNR",0,26,2.640572079e-5,1.6000173230000002e-5,5.515461167e-4,1213677,"BEL",1122600,995266,3.845298178308564e-4
"BE24","BE","TRO",0,16,0.0021311376570000004,0.002351232032,0.06477733299999999,1213677,"BEL",1122600,995266,0.03477342447182739
"BE24","BE","WWT",0,24,0.001750995083,0.0027352311479999997,0.06990695359,1213677,"BEL",1122600,995266,0.06067883929158362
