"NUTS_ID","pop_95","pop_21","pop_50","k_95","k_19","CNTR_CODE","ISO","emi_hist","pop_2000","eu_nhbc","eu_nhb","eu_pcc_nhb","eu_epc_s"
"FRK2",5525090,6553497,7340144,400.0402497158282,610.9073950143826,"FR","FRA",1078318097.3408055,5688524,-9.008297092975726,-9.03439015651381,-8.661820664539567,0.41759766461549175
"FRL0",4405312,5021928,5222837,250.87301097108895,383.1118936672801,"FR","FRA",808575824.4573296,4541508,-6.751704527724067,-6.77125999375427,-6.492037508684327,0.31253936480677325
"FRM0",258416,330455,396168,30.313716241060245,46.29252540259718,"FR","FRA",47752527.870439656,264539,-0.4498959113896882,-0.4512191371968895,-0.4323254735212301,0.02810802942788579
"FRY1",NA,429856,323848,14.319083688450506,21.866884947997576,"FR","FRA",82385569.57772687,859179.4,-0.8024424804807133,-0.8048117794079326,-0.7709817733467136,0.05344637690261762
"FRY2",NA,376480,276254,11.590783484581497,17.70045726591607,"FR","FRA",55503639.03807773,383575,-0.4571126224514853,-0.4584340898510131,-0.43956553357804085,0.02025610871939537
"FRY3",NA,269352,438709,4.6488482349298925,7.099325048006192,"FR","FRA",26960838.57128595,162018,-0.392597025794015,-0.3938001271225655,-0.37662165936168535,0.0420129803895411
"FRY4",NA,852924,880556,12.06719510251011,18.427992509357452,"FR","FRA",107819850.35032406,716314,-1.0797646077698495,-1.0829627267465602,-1.0372984236382985,0.07552836320421213
"FRY5",NA,240987,485198,0.5684506609506996,0.8680894303067815,"FR","FRA",41050032.788535565,1219849.4,-1.0788376307656986,-1.0822524011891714,-1.0334946430200322,0.15471881177351818
"HR02",1207704.856,1086329.157,941310.3649,NA,NA,"HR","HRV",132431721.88856106,939388.8,-1.39700984209766,-1.3829004527641553,-1.0971053092362058,0.07010808215624184
"HR03",1580347.735,1421521.006,1231756,30.293158700140687,51.74389609976486,"HR","HRV",175956330.00432312,1001760,-1.6777677400642232,-1.6610114467586494,-1.3216014881085572,0.06457969054258103
"HR05",933526.1083,839705.6818,727609.7276,NA,NA,"HR","HRV",136300842.8597448,1367676.4,-1.5451667805874814,-1.5294475160229268,-1.211043270014021,0.08934866537750843
"HR06",937314.3001,843113.156,730562.3234,NA,NA,"HR","HRV",117886811.24737102,495039.4,-0.9419788044953252,-0.9327840899944633,-0.7465389812687251,0.014103002715037838
"HU11",1806438.031,1759407,1721777,12.98689130041195,23.08226443829153,"HU","HUN",342880922.951193,912378.4,-2.050646528184239,-2.0463753702719676,-1.7597303909435098,-0.030338765148073044
